Date,Bullish,Neutral,Bearish,BullBearSpread
2007-02-15,47.5700,21.3600,31.0700,16.5000
2007-02-22,53.8500,23.8500,22.3100,31.5400
2007-03-01,36.6300,23.7600,39.6000,-2.9700
2007-03-08,35.8000,19.3200,44.8900,-9.0900
2007-03-15,32.9900,21.6500,45.3600,-12.3700
2007-03-22,43.8800,23.0200,33.0900,10.7900
2007-03-29,42.6800,31.7100,25.6100,17.0700
2007-04-05,32.2600,27.9600,39.7800,-7.5200
2007-04-12,40.8500,21.1300,38.0300,2.8200
2007-04-19,46.9400,23.4700,29.5900,17.3500
2007-04-26,39.2400,22.7800,37.9700,1.2700
2007-05-03,28.5700,17.1400,54.2900,-25.7200
2007-05-10,42.8600,14.2900,42.8600,0.0000
2007-05-17,38.3900,25.0000,36.6100,1.7800
2007-05-24,37.3500,24.1000,38.5500,-1.2000
2007-05-31,33.3300,21.8800,44.7900,-11.4600
2007-06-07,40.5900,16.8300,42.5700,-1.9800
2007-06-14,37.3000,19.0500,43.6500,-6.3500
2007-06-21,43.1600,23.1600,33.6800,9.4800
2007-06-28,39.0200,25.2000,35.7700,3.2500
2007-07-05,43.8400,23.2900,32.8800,10.9600
2007-07-12,43.6400,26.3600,30.0000,13.6400
2007-07-19,41.7700,21.5200,36.7100,5.0600
2007-07-26,44.2100,18.9500,36.8400,7.3700
2007-08-02,45.8800,14.1200,40.0000,5.8800
2007-08-09,45.7600,15.2500,38.9800,6.7800
2007-08-16,42.2200,12.2200,45.5600,-3.3400
2007-08-23,41.2800,15.6000,43.1200,-1.8400
2007-08-30,40.3000,13.4300,46.2700,-5.9700
2007-09-06,38.3800,19.1900,42.4200,-4.0400
2007-09-13,40.0000,24.7100,35.2900,4.7100
2007-09-20,39.2400,29.1100,31.6500,7.5900
2007-09-27,49.3700,16.4600,34.1800,15.1900
2007-10-04,51.8100,22.8900,25.3000,26.5100
2007-10-11,54.6400,19.5900,25.7700,28.8700
2007-10-18,41.9600,22.3200,35.7100,6.2500
2007-10-25,31.2500,20.5400,48.2100,-16.9600
2007-11-01,44.7100,18.8200,36.4700,8.2400
2007-11-08,36.1900,12.3800,51.4300,-15.2400
2007-11-15,33.0100,17.4800,49.5100,-16.5000
2007-11-22,25.5800,21.7100,52.7100,-27.1300
2007-11-29,28.5700,15.3100,56.1200,-27.5500
2007-12-06,40.6500,19.5100,39.8400,0.8100
2007-12-13,47.6200,16.6700,35.7100,11.9100
2007-12-20,35.8500,16.9800,47.1700,-11.3200
2007-12-27,30.0000,20.0000,50.0000,-20.0000
2008-01-03,25.7100,19.0500,55.2400,-29.5300
2008-01-10,19.6300,21.5000,58.8800,-39.2500
2008-01-17,24.3000,21.3000,54.4400,-30.1400
2008-01-24,25.1400,15.8500,59.0200,-33.8800
2008-01-31,30.0800,21.0500,48.8700,-18.7900
2008-02-07,34.1100,18.6900,47.2000,-13.0900
2008-02-14,33.3300,24.8100,41.8600,-8.5300
2008-02-21,33.1800,22.1200,44.7000,-11.5200
2008-02-28,34.3100,20.4400,45.2600,-10.9500
2008-03-06,21.9800,26.3700,51.6500,-29.6700
2008-03-13,20.4200,20.4200,59.1500,-38.7300
2008-03-20,25.2100,20.5100,54.2700,-29.0600
2008-03-27,41.6000,24.8000,33.6000,8.0000
2008-04-03,36.7000,23.9400,39.3600,-2.6600
2008-04-10,45.7600,16.9500,37.2900,8.4700
2008-04-17,30.3700,20.9400,48.6900,-18.3200
2008-04-24,46.6700,25.8300,27.5000,19.1700
2008-05-01,53.2900,20.3900,26.3200,26.9700
2008-05-08,52.8100,22.4700,24.7200,28.0900
2008-05-15,45.1600,25.1600,29.6800,15.4800
2008-05-22,46.3000,19.4400,34.2600,12.0400
2008-05-29,31.3600,22.8800,45.7600,-14.4000
2008-06-05,43.4800,18.4800,38.0400,5.4400
2008-06-12,31.2500,15.1800,53.5700,-22.3200
2008-06-19,32.9800,21.2800,45.7400,-12.7600
2008-06-26,31.2500,16.4800,52.2700,-21.0200
2008-07-03,23.9300,23.9300,52.1400,-28.2100
2008-07-10,22.1700,22.6600,55.1700,-33.0000
2008-07-17,25.0000,16.8600,58.1400,-33.1400
2008-07-24,35.8200,20.1400,44.0300,-8.2100
2008-07-31,40.0000,18.8200,41.1800,-1.1800
2008-08-07,35.6100,21.9700,42.4200,-6.8100
2008-08-14,42.8600,18.1800,38.9600,3.9000
2008-08-21,38.1000,24.6000,37.3000,0.8000
2008-08-28,30.6800,23.8600,45.4500,-14.7700
2008-09-04,37.0400,19.7500,43.2100,-6.1700
2008-09-11,29.2700,15.8500,54.8800,-25.6100
2008-09-18,27.2100,18.3700,54.4200,-27.2100
2008-09-25,34.0400,20.2100,45.7400,-11.7000
2008-10-02,33.3300,11.6700,55.0000,-21.6700
2008-10-09,31.4700,7.6900,60.8400,-29.3700
2008-10-16,40.9400,19.3000,39.7700,1.1700
2008-10-23,38.7400,22.5200,38.7400,0.0000
2008-10-30,37.1400,22.2900,40.5700,-3.4300
2008-11-06,44.8300,21.8400,33.3300,11.5000
2008-11-13,38.3300,19.1700,42.5000,-4.1700
2008-11-20,24.3700,18.4900,57.1400,-32.7700
2008-11-27,31.2500,23.8600,44.8900,-13.6400
2008-12-04,26.6700,25.5600,47.7800,-21.1100
2008-12-11,37.5000,22.6600,39.8400,-2.3400
2008-12-18,39.7300,24.6600,35.6200,4.1100
2008-12-25,28.9500,27.1900,43.8600,-14.9100
2009-01-01,24.0000,21.3300,54.6700,-30.6700
2009-01-08,48.7000,16.2300,35.0600,13.6400
2009-01-15,27.6300,25.0000,47.3700,-19.7400
2009-01-22,27.2100,26.4700,46.3200,-19.1100
2009-01-29,25.2700,27.4700,47.2500,-21.9800
2009-02-05,24.6300,31.3400,44.0300,-19.4000
2009-02-12,32.9100,27.8500,39.2400,-6.3300
2009-02-19,21.6400,21.6400,56.7200,-35.0800
2009-02-26,24.3000,20.5600,55.1400,-30.8400
2009-03-05,18.9200,10.8100,70.2700,-51.3500
2009-03-12,27.6400,17.8900,54.4700,-26.8300
2009-03-19,45.0600,16.6700,38.2700,6.7900
2009-03-26,39.1300,18.4800,42.3900,-3.2600
2009-04-02,42.6600,20.2800,37.0600,5.6000
2009-04-09,35.7100,20.0000,44.2900,-8.5800
2009-04-16,44.1400,20.0000,35.8600,8.2800
2009-04-23,31.8200,29.5500,38.6400,-6.8200
2009-04-30,36.0900,20.3000,43.6100,-7.5200
2009-05-07,44.0900,22.5800,33.3300,10.7600
2009-05-14,43.8100,20.9500,35.2400,8.5700
2009-05-21,33.7200,20.9300,45.3500,-11.6300
2009-05-28,40.3700,11.0100,48.6200,-8.2500
2009-06-04,47.5600,15.8500,36.5900,10.9700
2009-06-11,39.2500,21.5000,39.2500,0.0000
2009-06-18,33.3300,20.2400,46.4300,-13.1000
2009-06-25,28.0000,23.2000,48.8000,-20.8000
2009-07-02,37.8400,17.5700,44.5900,-6.7500
2009-07-09,27.9100,17.4400,54.6500,-26.7400
2009-07-16,28.6800,24.2600,47.0600,-18.3800
2009-07-23,37.6000,20.0000,42.4000,-4.8000
2009-07-30,47.6700,20.9300,31.4000,16.2700
2009-08-06,50.0000,14.8400,35.1600,14.8400
2009-08-13,51.0000,16.0000,33.0000,18.0000
2009-08-20,34.0700,25.9300,40.0000,-5.9300
2009-08-27,33.9800,17.4800,48.5400,-14.5600
2009-09-03,37.9700,24.0500,37.9700,0.0000
2009-09-10,37.3300,18.6700,44.0000,-6.6700
2009-09-17,42.1400,17.8600,40.0000,2.1400
2009-09-24,39.0900,16.3600,44.5500,-5.4600
2009-10-01,43.5500,20.9700,35.4800,8.0700
2009-10-08,35.0900,23.6800,41.2300,-6.1400
2009-10-15,47.3000,18.9200,33.7800,13.5200
2009-10-22,40.4800,23.8100,35.7100,4.7700
2009-10-29,33.6500,24.0400,42.3100,-8.6600
2009-11-05,22.2200,22.2200,55.5600,-33.3400
2009-11-12,38.6000,22.8000,38.6000,0.0000
2009-11-19,42.7300,25.4500,31.8200,10.9100
2009-11-26,41.6600,16.6600,41.6600,0.0000
2009-12-03,41.5800,24.7500,33.6600,7.9200
2009-12-10,42.6800,21.9500,35.3700,7.3100
2009-12-17,42.1100,29.4700,28.4200,13.6900
2009-12-24,37.6800,24.6400,37.6800,0.0000
2009-12-31,49.1800,27.8700,22.9500,26.2300
2010-01-07,41.0000,33.0000,26.0000,15.0000
2010-01-14,47.4400,25.6400,26.9200,20.5200
2010-01-21,40.0000,25.2600,34.7400,5.2600
2010-01-28,35.0000,28.3300,36.6700,-1.6700
2010-02-04,29.2300,27.6900,43.0800,-13.8500
2010-02-11,36.7500,21.3700,41.8800,-5.1300
2010-02-18,35.8500,28.9300,35.2200,0.6300
2010-02-25,34.8900,35.5700,29.5300,5.3600
2010-03-04,35.8600,37.9300,26.2100,9.6500
2010-03-11,45.2900,29.4100,25.2900,20.0000
2010-03-18,35.3700,34.7600,29.8800,5.4900
2010-03-25,32.3900,32.9500,34.6600,-2.2700
2010-04-01,41.3000,27.5400,31.1600,10.1400
2010-04-08,42.8600,26.7900,30.3600,12.5000
2010-04-15,48.4800,21.8200,29.7000,18.7800
2010-04-22,38.1200,27.6200,34.2500,3.8700
2010-04-29,41.3600,30.0000,28.6400,12.7200
2010-05-06,39.1300,32.3000,28.5700,10.5600
2010-05-13,36.6000,26.8000,36.6000,0.0000
2010-05-20,41.3000,25.0000,33.7000,7.6000
2010-05-27,29.8300,19.3000,50.8800,-21.0500
2010-06-03,37.0900,22.0700,40.8500,-3.7600
2010-06-10,34.4800,22.4100,43.1000,-8.6200
2010-06-17,42.4500,26.8900,30.6600,11.7900
2010-06-24,34.4600,33.1100,32.4300,2.0300
2010-07-01,24.6800,33.3300,41.9900,-17.3100
2010-07-08,20.9400,21.9900,57.0700,-36.1300
2010-07-15,39.3700,22.8400,37.8000,1.5700
2010-07-22,32.1600,22.8100,45.0300,-12.8700
2010-07-29,40.0000,26.6700,33.3300,6.6700
2010-08-05,30.3900,31.3700,38.2400,-7.8500
2010-08-12,39.7600,30.1200,30.1200,9.6400
2010-08-19,30.1100,27.4200,42.4700,-12.3600
2010-08-26,20.7400,29.7900,49.4700,-28.7300
2010-09-02,30.8000,27.0000,42.2100,-11.4100
2010-09-09,43.8700,24.5100,31.6100,12.2600
2010-09-16,50.8900,24.8500,24.2600,26.6300
2010-09-23,44.9700,29.6300,25.4000,19.5700
2010-09-30,42.5300,25.8600,31.6100,10.9200
2010-10-07,49.0300,23.2300,27.7400,21.2900
2010-10-14,47.1000,26.0900,26.8100,20.2900
2010-10-21,49.6200,25.1900,25.1900,24.4300
2010-10-28,51.2300,27.1600,21.6000,29.6300
2010-11-04,48.2300,21.9900,29.7900,18.4400
2010-11-11,57.5600,13.9500,28.4900,29.0700
2010-11-18,40.0000,27.5000,32.5000,7.5000
2010-11-25,47.4000,27.9200,24.6800,22.7200
2010-12-02,49.6600,24.1400,26.2100,23.4500
2010-12-09,53.0500,24.3900,22.5600,30.4900
2010-12-16,50.2300,22.6200,27.1500,23.0800
2010-12-23,63.2800,20.3100,16.4000,46.8800
2010-12-30,51.6100,28.3400,20.0500,31.5600
2011-01-06,55.8800,25.8600,18.2500,37.6300
2011-01-13,52.3400,24.2200,23.4400,28.9000
2011-01-20,50.7500,20.1500,29.1000,21.6500
2011-01-27,42.0400,23.6700,34.2900,7.7500
2011-02-03,51.5400,21.5900,26.8700,24.6700
2011-02-10,49.4000,23.6900,26.9100,22.4900
2011-02-17,46.5800,27.8500,25.5700,21.0100
2011-02-24,36.6300,27.2300,36.1400,0.4900
2011-03-03,36.7900,30.0500,33.1600,3.6300
2011-03-10,35.9700,31.7100,32.3200,3.6500
2011-03-17,28.4900,31.3900,40.1200,-11.6300
2011-03-24,37.7400,27.2700,34.9700,2.7700
2011-03-31,41.8100,27.1200,31.0700,10.7400
2011-04-07,43.5900,27.5600,28.8500,14.7400
2011-04-14,42.2500,26.7600,30.9900,11.2600
2011-04-21,32.1600,36.8400,30.9900,1.1700
2011-04-28,37.9000,31.4500,30.6500,7.2500
2011-05-05,35.4600,32.6700,31.8700,3.5900
2011-05-12,30.7700,33.7300,35.5000,-4.7300
2011-05-19,26.6900,32.0200,41.2900,-14.6000
2011-05-26,25.6100,32.9700,41.4200,-15.8100
2011-06-02,30.1800,36.3900,33.4300,-3.2500
2011-06-09,24.4200,27.9100,47.6700,-23.2500
2011-06-16,29.0000,28.2500,42.7500,-13.7500
2011-06-23,37.4600,26.8000,35.7400,1.7200
2011-06-30,38.3100,31.4900,30.1900,8.1200
2011-07-07,41.7700,33.5400,24.6800,17.0900
2011-07-14,39.3100,31.4500,29.2500,10.0600
2011-07-21,39.8600,29.5400,30.6100,9.2500
2011-07-28,37.8400,30.7400,31.4200,6.4200
2011-08-04,27.1600,22.9900,49.8500,-22.6900
2011-08-11,33.4300,21.7900,44.7800,-11.3500
2011-08-18,35.5600,24.6200,39.8200,-4.2600
2011-08-25,36.4400,22.6000,40.9600,-4.5200
2011-09-01,38.6200,29.0400,32.3400,6.2800
2011-09-08,30.2200,29.5000,40.2900,-10.0700
2011-09-15,30.5000,28.1500,41.3500,-10.8500
2011-09-22,25.3300,26.6700,48.0000,-22.6700
2011-09-29,32.5100,20.6800,46.7900,-14.2800
2011-10-06,35.2300,19.0400,45.7100,-10.4800
2011-10-13,39.7700,23.8600,36.3600,3.4100
2011-10-20,35.9800,29.4100,34.6000,1.3800
2011-10-27,43.0000,32.0000,25.0000,18.0000
2011-11-03,40.1800,30.2000,29.6200,10.5600
2011-11-10,44.7300,30.7000,24.5600,20.1700
2011-11-17,41.9300,27.0100,31.0400,10.8900
2011-11-24,32.7100,29.0100,38.2700,-5.5600
2011-12-01,33.0400,27.5300,39.4200,-6.3800
2011-12-08,38.5700,26.6600,34.7600,3.8100
2011-12-15,40.1800,26.1600,33.6400,6.5400
2011-12-22,33.7250,38.0390,28.2350,5.4900
2011-12-29,40.6000,28.5700,30.8270,9.7730
2012-01-05,48.8800,33.9500,17.1600,31.7200
2012-01-12,49.1400,33.6800,17.1800,31.9600
2012-01-19,47.2300,29.1500,23.6100,23.6200
2012-01-26,48.3974,32.6920,18.9100,29.4874
2012-02-02,43.8060,31.1170,25.0750,18.7310
2012-02-09,51.6430,28.1690,20.1870,31.4560
2012-02-16,42.7130,30.6530,26.6330,16.0800
2012-02-23,43.6890,28.8020,27.5080,16.1810
2012-03-01,44.5120,28.6580,26.8290,17.6830
2012-03-08,42.3790,28.6240,28.9960,13.3830
2012-03-15,45.6067,27.1967,27.1967,18.4100
2012-03-22,42.3841,29.8013,27.8146,14.5695
2012-03-29,42.4700,32.0500,25.4800,16.9900
2012-04-05,38.1743,34.0249,27.8008,10.3735
2012-04-12,28.1385,30.3030,41.5584,-13.4199
2012-04-19,31.1787,34.9810,33.8403,-2.6616
2012-04-26,27.6423,34.9593,37.3984,-9.7561
2012-05-03,35.4015,36.1314,28.4672,6.9343
2012-05-10,25.3968,32.5397,42.0635,-16.6667
2012-05-17,23.5821,30.4478,45.9701,-22.3880
2012-05-24,30.4688,30.8594,38.6719,-8.2031
2012-05-31,28.0156,29.9611,42.0233,-14.0077
2012-06-07,27.4510,26.7974,45.7516,-18.3006
2012-06-14,34.0351,30.1754,35.7895,-1.7544
2012-06-21,32.8904,31.2292,35.8804,-2.9900
2012-06-28,28.6689,26.9625,44.3686,-15.6997
2012-07-05,32.6400,34.0300,33.3300,-0.6900
2012-07-12,30.2251,35.0482,34.7267,-4.5016
2012-07-19,22.1900,36.0231,41.7867,-19.5967
2012-07-26,28.1150,28.7540,43.1310,-15.0160
2012-08-02,30.4478,34.6269,34.9254,-4.4776
2012-08-09,36.4706,36.1765,27.3529,9.1177
2012-08-16,36.8421,35.0877,28.0702,8.7719
2012-08-23,41.9580,32.1678,25.8741,16.0839
2012-08-30,34.7222,32.6389,32.6389,2.0833
2012-09-06,33.0579,33.8843,33.0579,0.0000
2012-09-13,36.4583,30.5556,32.9861,3.4722
2012-09-20,37.5000,28.7162,33.7838,3.7162
2012-09-27,36.1011,27.4368,36.4621,-0.3610
2012-10-04,33.8608,32.9114,33.2278,0.6330
2012-10-11,30.5755,30.5755,38.8489,-8.2734
2012-10-18,28.6604,26.7913,44.5483,-15.8879
2012-10-25,29.2453,27.6730,43.0818,-13.8365
2012-11-01,35.7377,23.2787,40.9836,-5.2459
2012-11-08,38.4977,21.5962,39.9061,-1.4084
2012-11-15,28.8235,22.3529,48.8235,-20.0000
2012-11-22,35.8156,23.4043,40.7801,-4.9645
2012-11-28,40.9266,24.7104,34.3629,6.5637
2012-12-06,42.2222,23.1746,34.6032,7.6190
2012-12-13,43.2331,26.6917,30.0752,13.1579
2012-12-20,46.4000,28.8000,24.8000,21.6000
2012-12-27,44.4030,25.3731,30.2239,14.1791
2013-01-03,38.7097,25.0896,36.2007,2.5090
2013-01-10,46.4497,26.6272,26.9231,19.5266
2013-01-17,43.9437,28.7324,27.3239,16.6198
2013-01-24,52.3392,23.3918,24.2690,28.0702
2013-01-31,48.0447,27.6536,24.3017,23.7430
2013-02-07,42.7673,27.6730,29.5597,13.2076
2013-02-14,42.2535,29.0141,28.7324,13.5211
2013-02-21,41.7857,25.7143,32.5000,9.2857
2013-02-28,28.3912,35.0158,36.5931,-8.2019
2013-03-07,31.0559,30.4348,38.5093,-7.4534
2013-03-14,45.4200,22.5500,32.0300,13.3900
2013-03-21,38.9439,27.7228,33.3333,5.6106
2013-03-28,38.3954,32.9513,28.6533,9.7421
2013-04-04,35.4930,36.3380,28.1690,7.3240
2013-04-11,19.3103,26.2069,54.4828,-35.1725
2013-04-18,26.8493,24.9315,48.2192,-21.3699
2013-04-25,28.2895,32.8947,38.8158,-10.5263
2013-05-02,30.9859,33.0986,35.9155,-4.9296
2013-05-09,40.7942,31.7690,27.4368,13.3574
2013-05-16,38.4858,32.1767,29.3375,9.1483
2013-05-23,48.9726,29.4521,21.5753,27.3973
2013-05-30,35.9684,34.3874,29.6443,6.3241
2013-06-06,29.4737,31.5789,38.9474,-9.4737
2013-06-13,32.9730,32.4324,34.5946,-1.6216
2013-06-20,37.4532,32.5843,29.9625,7.4907
2013-06-27,30.2752,34.5566,35.1682,-4.8930
2013-07-04,41.9929,34.1637,23.8434,18.1495
2013-07-11,48.9362,32.7660,18.2979,30.6383
2013-07-18,47.7352,31.0105,21.2544,26.4808
2013-07-25,45.1178,32.3232,22.5589,22.5589
2013-08-01,35.6164,39.3836,25.0000,10.6164
2013-08-08,39.4984,33.8558,26.6458,12.8526
2013-08-15,34.5070,37.3239,28.1690,6.3380
2013-08-22,28.9575,28.1853,42.8571,-13.8996
2013-08-29,33.5404,35.7143,30.7453,2.7951
2013-09-05,35.5300,33.2200,31.2500,4.2800
2013-09-12,45.5150,29.9003,24.5847,20.9303
2013-09-19,45.1128,25.1880,29.6992,15.4136
2013-09-26,36.0544,33.3333,30.6122,5.4422
2013-10-03,37.8378,32.0946,30.0676,7.7702
2013-10-10,41.3284,25.0923,33.5793,7.7491
2013-10-17,46.2783,28.8026,24.9191,21.3592
2013-10-24,49.2013,33.2268,17.5719,31.6294
2013-10-31,44.9664,33.5570,21.4765,23.4899
2013-11-07,45.4829,32.7103,21.8069,23.6760
2013-11-14,39.1975,33.3333,27.4691,11.7284
2013-11-21,34.3931,36.1272,29.4798,4.9133
2013-11-28,47.3016,24.4444,28.2540,19.0476
2013-12-05,42.6415,29.8113,27.5472,15.0943
2013-12-12,41.2651,33.7349,25.0000,16.2651
2013-12-19,47.4576,27.4576,25.0847,22.3729
2013-12-26,55.0562,26.4045,18.5393,36.5169
2014-01-02,43.0894,27.6423,29.2683,13.8211
2014-01-09,43.6170,31.3830,25.0000,18.6170
2014-01-16,38.9920,39.5225,21.4854,17.5066
2014-01-23,38.1201,38.1201,23.7598,14.3603
2014-01-30,32.1839,35.0575,32.7586,-0.5747
2014-02-06,27.8960,35.6974,36.4066,-8.5106
2014-02-13,40.1478,32.5123,27.3399,12.8079
2014-02-20,42.2000,35.0000,22.8000,19.4000
2014-02-27,39.6907,39.1753,21.1340,18.5567
2014-03-06,40.5099,32.8612,26.6289,13.8810
2014-03-13,41.3408,31.8436,26.8156,14.5252
2014-03-20,36.7816,37.0690,26.1494,10.6322
2014-03-27,31.1615,40.2266,28.6119,2.5496
2014-04-03,35.3571,37.8571,26.7857,8.5714
2014-04-10,28.4768,37.4172,34.1060,-5.6292
2014-04-17,27.2171,38.5321,34.2508,-7.0337
2014-04-24,34.5029,39.4737,26.0234,8.4795
2014-05-01,29.7735,40.7767,29.4498,0.3237
2014-05-08,28.3439,42.9936,28.6624,-0.3185
2014-05-15,33.1210,44.2675,22.6115,10.5095
2014-05-22,30.4348,43.1677,26.3975,4.0373
2014-05-29,36.4641,40.3315,23.2044,13.2597
2014-06-05,39.5062,38.2716,22.2222,17.2840
2014-06-12,44.6875,34.0625,21.2500,23.4375
2014-06-19,35.1744,40.6977,24.1279,11.0465
2014-06-26,37.2208,41.6873,21.0918,16.1290
2014-07-03,38.5075,39.1045,22.3881,16.1194
2014-07-10,37.6404,33.7079,28.6517,8.9887
2014-07-17,32.3625,39.1586,28.4790,3.8835
2014-07-24,29.6296,40.4321,29.9383,-0.3087
2014-07-31,31.1224,37.7551,31.1224,0.0000
2014-08-07,30.8869,30.8869,38.2263,-7.3394
2014-08-14,39.8119,33.2288,26.9592,12.8527
2014-08-21,46.1078,30.2395,23.6527,22.4551
2014-08-28,51.9231,28.8462,19.2308,32.6923
2014-09-04,44.6746,31.3609,23.9645,20.7101
2014-09-11,40.3846,33.0128,26.6026,13.7820
2014-09-18,42.2360,34.7826,22.9814,19.2546
2014-09-25,41.8367,29.9320,28.2313,13.6054
2014-10-02,35.4167,33.6806,30.9028,4.5139
2014-10-09,39.8773,29.1411,30.9816,8.8957
2014-10-16,42.6630,23.6413,33.6957,8.9673
2014-10-23,49.6875,27.8125,22.5000,27.1875
2014-10-30,49.3711,29.5597,21.0692,28.3019
2014-11-06,52.6882,32.2581,15.0538,37.6344
2014-11-13,57.9310,22.7586,19.3103,38.6207
2014-11-20,49.1176,27.0588,23.8235,25.2941
2014-11-27,52.1452,27.0627,20.7921,31.3531
2014-12-04,42.6778,31.3808,25.9414,16.7364
2014-12-11,45.0172,32.6460,22.3368,22.6804
2014-12-18,38.7352,34.3874,26.8775,11.8577
2014-12-25,50.9434,30.1887,18.8679,32.0755
2015-01-01,51.7375,28.9575,19.3050,32.4325
2015-01-08,41.0072,31.2950,27.6978,13.3094
2015-01-15,46.1059,32.3988,21.4953,24.6106
2015-01-22,37.1429,32.0635,30.7937,6.3492
2015-01-29,44.1718,33.4356,22.3926,21.7792
2015-02-05,35.4949,32.0819,32.4232,3.0717
2015-02-12,40.0000,39.6721,20.3279,19.6721
2015-02-19,47.0199,35.0993,17.8808,29.1391
2015-02-26,45.3731,34.3284,20.2985,25.0746
2015-03-05,39.8026,36.8421,23.3553,16.4473
2015-03-12,31.5961,42.9967,25.4072,6.1889
2015-03-19,27.1605,41.3580,31.4815,-4.3210
2015-03-26,38.4298,37.1901,24.3802,14.0496
2015-04-02,35.3952,32.6460,31.9588,3.4364
2015-04-09,28.7016,47.1526,24.1458,4.5558
2015-04-16,32.0675,45.1477,22.7848,9.2827
2015-04-23,31.4700,45.3416,23.1884,8.2816
2015-04-30,30.8362,47.2125,21.9512,8.8850
2015-05-07,27.0563,46.1039,26.8398,0.2165
2015-05-14,26.7442,46.8992,26.3566,0.3876
2015-05-21,25.2119,49.7881,25.0000,0.2119
2015-05-28,27.0019,47.8585,25.1397,1.8622
2015-06-04,27.3399,48.0296,24.6305,2.7094
2015-06-11,20.0375,47.3783,32.5843,-12.5468
2015-06-18,25.4083,40.2904,34.3013,-8.8930
2015-06-25,35.5556,42.7778,21.6667,13.8889
2015-07-02,22.6121,42.3002,35.0877,-12.4756
2015-07-09,27.9070,42.9175,29.1755,-1.2685
2015-07-16,30.8108,45.9459,23.2432,7.5676
2015-07-23,32.5400,41.8700,25.6000,6.9400
2015-07-30,21.1055,38.1910,40.7035,-19.5980
2015-08-06,24.3187,44.0252,31.6562,-7.3375
2015-08-13,30.4519,33.3988,36.1493,-5.6974
2015-08-20,26.8199,39.8467,33.3333,-6.5134
2015-08-27,32.5000,29.2308,38.2692,-5.7692
2015-09-03,32.3843,35.9431,31.6726,0.7117
2015-09-10,34.6499,30.3411,35.0090,-0.3591
2015-09-17,33.2645,37.6033,29.1322,4.1323
2015-09-24,32.1199,39.1863,28.6938,3.4261
2015-10-01,28.1059,31.9756,39.9185,-11.8126
2015-10-08,37.5238,34.2857,28.1905,9.3333
2015-10-15,34.0816,38.7755,27.1429,6.9387
2015-10-22,34.7656,41.2109,24.0234,10.7422
2015-10-29,40.3922,39.0196,20.5882,19.8040
2015-11-05,39.0000,42.4000,18.6000,20.4000
2015-11-12,34.2723,42.7230,23.0047,11.2676
2015-11-19,30.7692,38.6813,30.5495,0.2197
2015-11-26,32.3601,41.6058,26.0341,6.3260
2015-12-03,29.4931,49.3088,21.1982,8.2949
2015-12-10,28.5057,41.6092,29.8851,-1.3794
2015-12-17,23.8663,36.7542,39.3795,-15.5132
2015-12-24,26.3804,42.1268,31.4928,-5.1124
2015-12-31,25.0729,51.3120,23.6152,1.4577
2016-01-07,22.1739,39.5652,38.2609,-16.0870
2016-01-14,17.8988,36.5759,45.5253,-27.6265
2016-01-21,21.5210,29.7735,48.7055,-27.1845
2016-01-28,29.7535,30.2817,39.9648,-10.2113
2016-02-04,27.5472,37.7358,34.7170,-7.1698
2016-02-11,19.2385,32.0641,48.6974,-29.4589
2016-02-18,27.5605,34.6369,37.8026,-10.2421
2016-02-25,31.1947,37.3894,31.4159,-0.2212
2016-03-03,32.0158,38.7352,29.2490,2.7668
2016-03-10,37.3576,38.2688,24.3736,12.9840
2016-03-17,29.9587,43.1818,26.8595,3.0992
2016-03-24,33.7808,42.5056,23.7136,10.0672
2016-03-31,27.1805,47.0588,25.7606,1.4199
2016-04-07,32.1918,46.3470,21.4612,10.7306
2016-04-14,27.8481,47.2574,24.8945,2.9536
2016-04-21,33.4052,42.6724,23.9224,9.4828
2016-04-28,27.3663,44.0329,28.6008,-1.2345
2016-05-05,22.3301,47.3301,30.3398,-8.0097
2016-05-12,20.4082,48.2993,31.2925,-10.8843
2016-05-19,19.3384,46.5649,34.0967,-14.7583
2016-05-26,17.7515,52.8600,29.3886,-11.6371
2016-06-02,30.1676,40.7821,29.0503,1.1173
2016-06-09,27.8317,44.3366,27.8317,0.0000
2016-06-16,25.3472,37.1528,37.5000,-12.1528
2016-06-23,21.9697,42.8030,35.2273,-13.2576
2016-06-30,28.9125,37.6658,33.4218,-4.5093
2016-07-07,31.0573,42.2907,26.6520,4.4053
2016-07-14,36.8664,38.7097,24.4240,12.4424
2016-07-21,35.4251,37.8543,26.7206,8.7045
2016-07-28,31.2500,40.3409,28.4091,2.8409
2016-08-04,29.7872,43.4397,26.7730,3.0142
2016-08-11,31.2925,41.9501,26.7574,4.5351
2016-08-18,35.5649,38.0753,26.3598,9.2051
2016-08-25,29.4243,40.9382,29.6375,-0.2132
2016-09-01,28.6000,39.8700,31.5200,-2.9200
2016-09-08,29.7468,41.7722,28.4810,1.2658
2016-09-15,27.9379,36.1419,35.9202,-7.9823
2016-09-22,24.8260,36.8910,38.2831,-13.4571
2016-09-29,24.0000,38.8889,37.1111,-13.1111
2016-10-06,28.7946,43.3036,27.9018,0.8928
2016-10-13,25.4717,40.8019,33.7264,-8.2547
2016-10-20,23.7395,38.4454,37.8151,-14.0756
2016-10-27,24.7549,41.1765,34.0686,-9.3137
2016-11-03,23.6364,42.0455,34.3182,-10.6818
2016-11-10,38.8889,31.7778,29.3333,9.5556
2016-11-17,46.6531,26.7748,26.5720,20.0811
